,properIngredients,cuisine,pred_cuisine,check
35761,black beans chili powder salsa garlic cloves ground cumin chicken stock flour tortillas chees fresco queso cayenne pepper iceberg lettuce avocado chopped tomatoes cilantro yellow onion chopped cilantro fresh tomato cooked chicken salt fresh oregano canola oil,mexican,mexican,True
31775,sugar honey pork shoulder pepper flakes chili pepper scallion toasted sesame seeds soy sauce ginger onion sake minced garlic toasted sesame oil,korean,korean,True
2576,cooked chicken worcestershire sauce salt chicken broth butter canned tomatoes tamale chili powder bacon whole kernel corn  drain green olives raisin shredded sharp cheddar cheese,southern_us,mexican,False
3209,seed cumin tumeric salt moong dal oil mustard chili powder,indian,indian,True
14812,black beans salsa verde red bell pepper olive oil purple onion chopped cilantro fresh pepper chile pepper tuna mayonaise orange bell pepper salt ground cumin,mexican,mexican,True
36912,soy sauce napa cabbage salted roast peanuts red bell pepper rice stick noodles chicken breast halves hot chili paste creamy peanut butter peeled fresh ginger large garlic cloves purple onion fresh lime juice sugar vegetable oil grated carrot cucumber,thai,thai,True
33988,red wine vinegar purple onion kosher salt extra virgin olive oil fresh basil leaves caper heirloom tomatoes chickpea ground black pepper whole grain bread arugula,italian,italian,True
16302,egg butter peach vanilla sugar buttermilk pie crust flour,southern_us,southern_us,True
22203,soy sauce vinegar pineapple sauce carrot canola oil hot red pepper flakes pepper starch salt beef sirloin onion potato starch black pepper egg whites pea green pepper cucumber sugar water mushroom rice vinegar scallion cabbage,korean,japanese,False
27554,bell pepper coconut milk boneless chicken skinless thigh red curry paste fish sauce pineapple onion palm sugar extra virgin coconut oil,thai,thai,True
21501,cold water chocolate glaze butter lemon juice dark chocolate egg whites all purpose flour egg unsalted butter vanilla extract sugar agar condensed milk,russian,french,False
791,dijon mustard fresh lemon juice extra virgin olive oil vegetable oil large egg yolks garlic cloves,spanish,french,False
19181,kosher salt flour steak chicken broth milk freshly ground pepper pepper salt egg duck fat oil,southern_us,french,False
38270,molasses edamame toasted sesame seeds water carrot canola oil sushi rice chopped walnuts nori soy sauce daikon shiso,korean,japanese,False
9050,chopped green bell pepper sour cream curry powder frozen corn butter salt and ground black pepper chopped onion,indian,indian,True
16603,chipotle chile pepper vegetable oil nopales guajillo chiles olive oil beef fillet bean water garlic sugar cream apple cider vinegar salt,mexican,mexican,True
10862,walnut honey berry nonfat plain greek yogurt,greek,greek,True
17252,chicken legs olive oil diced tomatoes fresh herbs tomato paste pepper parsley garlic pasta white wine grated parmesan cheese basil sage tomato rosemary butter salt,italian,italian,True
21219,mayonaise flour tortillas olive oil chipotle peppers shredded cheddar cheese salt asparagus,mexican,mexican,True
14686,light soy sauce salt large eggs mirin oil sugar regular soy sauce,japanese,japanese,True
25696,egg grating cheese sour cream pepper jack salsa cheddar cheese cilantro corn tortillas green onions enchilada sauce,mexican,mexican,True
25788,tofu water chestnuts oyster mushrooms carrot olive oil green onions sauce fresh ginger sesame oil garlic cloves toasted peanuts lettuce leaves tamari soy sauce rice paper,chinese,chinese,True
33316,large eggs buttermilk shredded cheddar cheese splenda yellow corn meal jalapeno chilies salt baking soda butter,southern_us,southern_us,True
35056,caper lemon juice dried tarragon leaves mayonaise creole mustard sweet pickle,french,cajun_creole,False
24634,cream of tartar sugar light corn syrup boiling water grated orange peel large eggs Grand Marnier unflavored gelatin chocolate truffle whipping cream unsweetened cocoa powder powdered sugar semisweet chocolate vanilla extract,french,french,True
13835,parmigiano reggiano cheese frozen pastry puff sheets,french,french,True
3993,fresh ginger curry powder salt olive oil hot sauce pepper white wine vinegar,indian,indian,True
24889,black pepper ground red pepper salt chicken leg quarters ground cloves peeled fresh ginger paprika lemon juice plain low fat yogurt cooking spray lemon wedge ground cardamom ground cumin coriander seeds chicken breast halves garlic cloves fresh parsley,indian,indian,True
8865,broccolini low sodium chicken broth cilantro sprigs medium shrimp reduced sodium soy sauce rice wine ground white pepper fresh ginger chive corn starch dried mushrooms water chestnuts wonton wrappers toasted sesame oil,chinese,chinese,True
33088,fish sauce black pepper Shaoxing wine salt canola oil sugar oyster oyster liquor corn starch mayonaise white pepper sesame oil scallion egg spring roll skins regular soy sauce ground pork beansprouts,vietnamese,chinese,False
36505,cream chili powder cumin seed chaat masala fenugreek leaves garam masala salt jeera tomato milk paneer oil ground turmeric garlic paste coriander powder green chilies onion,indian,indian,True
15679,zucchini olive oil bow tie pasta summer squash sun dried tomatoes boneless skinless chicken breast halves,italian,italian,True
34618,lime juice vegetable oil soba noodles nori peeled fresh ginger garlic toasted sesame oil reduced sodium tamari sauce coarse salt scallion savoy cabbage shallot dried shiitake mushrooms chopped cilantro fresh,japanese,japanese,True
38383,sugar all purpose flour unsalted butter large egg whites orange zest vanilla,french,french,True
29239,almond flour    reduced fat milk rice large eggs all purpose flour sugar butter fresh raspberries large egg yolks salt apricot preserves,italian,french,False
2265,flour vegetable oil creole seasoning andouille sausage green onions chopped celery onion chicken stock bay leaves large garlic cloves chopped parsley boneless chicken breast halves Tabasco Pepper Sauce green pepper,cajun_creole,cajun_creole,True
37502,black pepper goat cheese spinach leaves focaccia sherry vinegar olive oil onion,italian,italian,True
16724,green onions garlic cloves ketchup salt ginger root sugar vegetable oil corn starch water rice vinegar,chinese,chinese,True
19083,black pepper hot pepper sauce garlic cloves romaine lettuce sherry vinegar blanched almonds water salt pepper extra virgin olive oil serrano ham,spanish,spanish,True
30403,green bell pepper broccoli florets shrimp tomato sun dried tomatoes purple onion dried oregano olive oil garlic fresh parsley fresh basil artichoke hearts penne pasta,italian,italian,True
28888,lime slices sugar lemon slices lime juice orange juice rum,jamaican,jamaican,True
28779,penne olive oil salt tomato black pepper balsamic vinegar pitted kalamata olives parmesan cheese garlic cloves fresh basil pinenuts crushed red pepper,italian,italian,True
23328,dijon mustard mixed greens sherry vinegar extra virgin olive oil romaine lettuce sea salt escarole ground black pepper garlic,french,spanish,False
4119,yellow corn meal olive oil salt japanese eggplants romano cheese balsamic vinegar plum tomatoes fresh basil fresh mozzarella balls fresh basil leaves water butter dried oregano,italian,italian,True
38591,kaffir lime leaves salmon fresh ginger cilantro shrimp fish sauce lime assorted fresh vegetables garlic snow peas spinach lemongrass cooking oil vegetable broth coconut milk tomato red chili peppers kale bell pepper purple onion,thai,thai,True
36415,milk baking powder sugar unsalted butter egg honey all purpose flour vanilla beans madeleine,french,southern_us,False
30861,buttermilk cayenne pepper fresh marjoram salt canola oil ground black pepper all purpose flour chicken paprika ear of corn,southern_us,southern_us,True
22193,soy sauce rice vinegar japanese cucumber wakame carrot,japanese,japanese,True
20567,kosher salt ground black pepper large eggs garlic sesame seeds Sriracha boneless skinless chicken breasts honey reduced sodium soy sauce green onions panko hoisin sauce ginger,chinese,chinese,True
29515,minced garlic nonfat yogurt lemon olive oil mint leaves large shrimp chile paste lemon zest cucumber fresh chives fresh ginger sesame oil sliced green onions,thai,indian,False
37217,szechwan peppercorns peanut oil chili flakes garlic ginger chili pepper salt,chinese,chinese,True
28984,tomato pur e prawn oil light soy sauce ginger dried chile caster sugar water chestnuts garlic cloves unsalted roasted peanuts cornflour Chinese rice vinegar,chinese,chinese,True
34885,fish sauce beef cilantro roasted peanuts coriander lemongrass shallot salt lime leaves water shrimp paste garlic oil ground cumin palm sugar chili powder coconut cream galangal,thai,thai,True
7546,garlic powder oregano tomato sauce shredded parmesan cheese part skim mozzarella extra virgin olive oil kosher salt pizza doughs,italian,italian,True
8530,canned black beans salt water diced onions garlic pepper flavoring,mexican,mexican,True
38151,black pepper bay leaves morel chicken thighs fat free less sodium chicken broth salt cooked rice cooking spray boiling water,spanish,french,False
8313,olive oil salt french baguette butter pepper garlic grated parmesan cheese,italian,italian,True
5552,green cabbage red chile sauce radish extra virgin olive oil ground allspice chopped cilantro fresh firmly packed light brown sugar olive oil cinnamon salt fresh lime juice jack cheese ground black pepper chicken meat chopped onion chipotles in adobo tomato paste pinenuts golden raisins white wine vinegar corn tortillas,mexican,mexican,True
25761,fresh rosemary cinnamon sticks water sugar clove quince,italian,greek,False
28540,half   half frozen corn kernels olive oil salt ground black pepper all purpose flour chihuahua cheese yukon gold potatoes poblano chiles,mexican,mexican,True
7478,ground ginger olive oil diced tomatoes garlic cloves lower sodium chicken broth butternut squash crushed red pepper ground cinnamon ground black pepper paprika chopped cilantro fresh beef shoulder roast shallot salt,moroccan,moroccan,True
26816,green bell pepper olive oil cilantro onion tomato seasoning salt paprika garlic cloves light sour cream cheddar cheese mushroom cayenne pepper oregano chicken broth cream basil rice chicken,mexican,mexican,True
158,chicken broth chees fresco queso corn tortillas swiss chard salt olive oil garlic onion red pepper flakes salsa,mexican,mexican,True
31167,salt olive oil spaghetti broccoli rabe hot red pepper flakes garlic cloves,italian,italian,True
12126,roma tomatoes green onions thyme bread serrano peppers green pepper chopped cilantro light beer butter thyme sprigs diced red onions jamaican jerk spice shrimp chopped garlic,jamaican,jamaican,True
